0,you know captain if you hadnt spent so much of your career questioning your superiors you mightve found yourself with more gold leaf on your col
0,sweeney tells me you dont have computer confirmation
0,i dont work for you captain brynner
0,and i changed the schedule
0,to be off the island tonight
0,what the hell is all this about a detonation today were scheduled
0,tor long
0,doc
0,tell the choppers were lifting off
0,ill do it
0,and im warning you leo dont test me get your men and your machines off my radar screen in five or three million people will die
0,here
0,knowing you brynner youve got buyers waiting to buy youre not gonna use that
0,destry fair oaks
0,maybe even salt lake not to mention casper
0,or i may be wrong the breeze could be gusting south thatd be billings
0,hm the winds northwest that oughta beseattle
0,enworth ill have no compunction at all about using this
0,i lost all my squeamishness at leav
0,ians but i assure you leo
0,yeah i had a small problem with members of our side murdering civil
0,and i dont like deviations from plans leo as im sure you re
0,i checked your release date i never liked coincidences
0,as soon as i heard elvis was on the loose you came to mind
0,and i certainly cant say its pleasant
0,i cant say its a surprise
0,pleasant surprise
0,good to see you again leo
0,well lieutenant vitelli
0,brynner
0,happen if i drop this
0,do you know whatll
0,nothing has changed i assure you both the army still thinks we got elvis they had a tactical withdrawal its just those two amateurs now do you really want to concede a hundred million dollars to them
0,besides how are we gonna sell something we dont have
0,all right lets clear the mess and move out
0,theres nothing in here sir they got away with it
0,vaughn burke move to the end of the street fan out and work your way back to the motel
0,closin down sir
0,get em on line then stall long cant have gotten far
0,ext mountaintop day
0,int vitellis helicopter day
0,int postal van day
0,hit him again
0,int postal van day
0,hit him
0,int postal van day
0,carl establish contact with that deputy we met earlier hell be more useful now
0,int brynners van day
0,carl set up the camera
0,ext dam day
0,all right tell the pilot well be a halfhour
0,int helicopter day
0,of which we have more than enough
0,int hardware store day
0,and so missoulas prodigal son returns
0,
0,int ice cream truckcab day
0,you have no idea what youre in possession of do you
0,int brynners van day
0,dutiful citizens you have something which i have waited years for
0,int brynners van day
0,radio the bikes
0,
0,int darlenes store day
0,well it appears someones been lying to us
0,int darlenes store night
0,comes up that road
0,ext brynners van night
0,dennis radio the bikes i wanna know if so much as a squirrel
0,int brynners van night
0,move this is already affecting our schedule
0,int longs car night
0,
0,int us research laboratorystorage areafreezer vault night
0,this is it
0,int us research laboratorylongs office night
0,
0,ext fort leavenworth ten years later day
0,
0,stay put keep the camera trained on
0,im on it
0,sir
0,get em in the middle of the dam
0,having witnessed the effects myself i can assure you itll be very useful when the bidding starts
0,were gonna use them for demonstration footage
0,what about these two
0,here
0,i wanna patch in from
0,get your links set up
0,dennis
0,move
0,just when we have all the cards vaughn take these two behind the van
0,shit
0,prep the launcher now
0,you cant fire on them youre gonna detonate the crystals
0,vaughn get the mseventynine ready
0,no a pair of average citizens have decided to risk their lives for their country i almost remember what that feels like
0,ther orders
0,sir all potential customers have been informed of the delay fur
0,you have ten percent of a hundred million dollars comin your way i think we can impose on you for a little overtime
0,quick in and out
0,this was supposed to be a
0,check the immediate area
0,its clean
0,check it out
0,there
0,were in
0,vaughn
0,long went missing from the tech center this morning along with a very dangerous
0,thats right
0,richard long
0,general store
0,yeah hes wanted in connection with a death this morning at the jerome
0,you know the suspect
0,right tim mason
0,ty
0,to pursue a man whos stolen government proper
0,we were called in by the jerome base
0,mand out of fort bragg
0,im colonel brynner us special operations com
0,mind if you tell me whats goin on
0,officer pappas im glad youre here
0,carl dennis get out of sight
0,in missoula all we need to do is get to mason before anyone else does
0,this river ends at a hydro dam
0,theyll get a break tomorrow
0,out here captain dont you think the guys deserve a break
0,its a hundred degrees
0,gear
0,wheres their protective
0,you dont think its that bad do you sir i mean longs spent the last two years developing his defoliant the stuff cant even kill crabgrass yet
0,scientists
0,jesus chri were on a very slippery slope here sam a covert military operation riddled with civilian
0,noon
0,uh with all due respect sir dr long told me to prep the field for detonation at
0,screwup
0,what sam cant i go down to the loading dock for a few hours without coming back to find a major
0,but
0,yes captain brynner you did butbut
0,fall
0,hemmings sam i thought i told you to close up shop and be ready to move up the island by night
0,they took that life away and left me with nothing
0,
0,i wouldve in another life
0,youd never understand
0,why youre a nothing nobody why
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,checked
0,dead last time i
0,wheres elvis
0,no
0,
0,
0,
0,
0,
0,
0,
0,
0,it wont be long gentlemen
0,
0,
0,
0,
0,
0,
0,
0,him first
0,spite the mouth
0,and unharmed de
0,your fellow hero untouched
0,
0,bring him up
0,wheres arlo
0,tainer
0,its a little late for matinee heroics mason just give me the con
0,the river
0,you try anything it goes in
0,i dont see my container
0,then meet me at the dam in fifteen minutes
0,yeah im listenin
0,i got someone whos anxious to talk to you mr mason
0,hello
0,elvis is fuckin dead man get yourself some cds
0,and i cant guarantee the end will be quick
0,on this miserable road to nowhere
0,because if you dont give me that cylinder your lives will end
0,never done a thing for you
0,to die for a country thats
0,and ask a simple question are you actually prepared
0,i want you to look at one another
0,i dont know what the hell
0,your concern nor your fight relinquish the package and you can go
0,contrary to what dr long may have told you this is neither
0,yeah
0,like i say doc longs
0,should be right outside
0,odd then that his car
0,
0,though
0,not tonight
0,time to time yeah
0,doc long yeah i know him weirdo guy he comes in from
0,long
0,doc
0,assumptions are always dangerous
0,i assume you have one
0,actually i was just looking for a restroom
0,look like youre after something more dangerous
0,and a rifle you on the other hand
0,uh you wanna hunt outta season its cool with me but mostly well they just take a six
0,i beg your pardon
0,deer
0,quite a getup for jacking
0,dangerous
0,assumptions are always
0,i assume you want that to go
0,iced coffee
0,well then how about a cup of coffee darlene
0,lene
0,yeah they call me dar
0,is this your establishment
0,mornin
0,we gotta get help aw fuck damn
0,ready before the morning crowd blows in i got it
0,ready before the morning crowd blows in
0,two pots of coffee
0,like april it gives him gas and make sure theres two pots of coffee
0,and dont give him any ice cream
0,be sure you feed bosco
0,yeah
0,mm it doesnt take a genius
0,i can handle it
0,fore he closes which means youre gonna have to cover the grill and the floor
0,oh well i have got to get to the dentist be
0,time remember
0,darlene its fivethirty now i worked late for you this mornin and you didnt wanna spring for over
0,it
0,and then my night man shows up when he feels like
0,son of all the days for you to show up late first the idiot april calls in sick then i got a bad tooth
0,goddamn it ma
0,
0,and you aint gonna start now
0,you know i have yet to get a simple cup of coffee and a meal in this place darlene
0,
0,his i know yours i dont have a clue but if it wasnt for you i think hed have drifted right on through this town
0,ah
0,secrets
0,uh we both like to fish
0,theres something else too
0,somehow
0,hes smart enough to get you
0,well most of the time he looks like something the cat might have dragged in but you know
0,oh youre two of a kind doc oh he may not have your sheepskins and
0,oh no
0,story of my life well one thing you wont lose is that friend of yours back there ill tell you that
0,oh caught a few lost a few
0,ext dam day
0,kabulas out
0,geneva just pulled the plug
0,ext dam day
0,sir i got taipei grindin on me here how long is this supposed to ta
0,ext dam day
0,go
0,rangers
0,int darlenes store night
0,its after five
0,int us research laboratorycorridor night
0,you got thirty minutes
0,video lock
0,int tunnel day
0,tight
0,were gonna seal that tunnel i want it air
0,great all right
0,int tunnel day
0,major weve gotta seal that tunnel major
0,int vitellis helicopter day
0,fortynine
0,int vitellis helicopter day
0,no sign of em
0,int postal van day
0,now
0,hit it
0,negative negative
0,is elvis out
0,get ready to take it out
0,that tunnel
0,heres what i want you to do
0,whats going on colonel
0,
0,all right lets move
0,gomez you fight the battles you can win now weve been outmaneuvered here brynners next move is gonna be to get elvis out of the country and sell him to the highest bidder to do that he has to have planned an exit point thats where we intercept him thats where we make our play now you and your men back off
0,sir we cant just let him get away with this
0,its not over brynner
0,he was major andrew bryn
0,colonel sir who the hell is this guy
0,after that re
0,and where are you going
0,
0,the sooner you get up the lab the sooner youll figure it out
0,pappas that other guy was unloading ice cream into a freezer now what could he have to do with a military scientist huh
0,missoulas reporting the refrigerator truck as a stolen vehicle i told you mason was walking shit
0,it mustve happened right after we left
0,thanks
0,all right enough look
0,son
0,that little geek is my
0,it could be a cover i suppose
0,mason no hes a sodajerk drifter a hamburger flipper
0,run a check fbi interpol
0,son
0,a man named tim ma
0,whos your suspect
0,five
0,one of our units is pursuing a suspect up the thirty
0,well ive got dr longs body down at the coroners office
0,have you idd the bodies
0,colonel
0,what the hell are you talkin about
0,i will tell you what i
0,i dont suppose youd like to tell me what this is all about
0,uhhuh
0,deputy art lewis jerome county sheriffs department
0,
0,excellent
0,time
0,try this one out some
0,hey doc might wanna
0,
0,theres nothin goin on out there docexcept maybe the occasional fly fisherman
0,couldnt sleep pumper is everything uh all right tonight
0,morning doc awful early arent ya
0,let me have those
0,that the prey can bite back
0,and only then does our noble friend realize
0,tryin to remember somethin somebody once told me about tyin a fly
0,yeah i just
0,doctor
0,mmeans mason
0,the only one who understands what this me
0,youre the only one i can trust
0,everything will die mason
0,and what if it does
0,never let it reach fifty degredegrees
0,cold cold how cold
0,or itll ignite
0,the compound has to be kept cold
0,no
0,call an ambulance
0,
0,shit oh shit
0,mason
0,doc
0,
0,some people might
0,fishin
0,to a simple thing like
0,some people might say youre readin an awful lot in
0,is death
0,without caution
0,and that power
0,back
0,forcing him to strike and only then does our noble friend realize that the preycan bite
0,create a piece of bait that sends the fishs instincts into overdrive
0,tie a fly
0,turn the power of the hunter against him
0,theres only one way you can do it mason
0,how can we ever hope to win against the trout
0,the master of his realm
0,sensitivity without neurosis hes
0,hes brains without ambition
0,is a perfect hunter
0,no thats not possible mason the trout
0,like a fish
0,and im good at this been doing it since i was a kid but you i dont know somehow you think
0,but you pull twice as many fish out of the water as i do
0,yeah ten months weve been fishin this river together we use the same equipment more or less
0,my secret
0,been trying to figure out your secret
0,
0,what
0,miles
0,i got eight thousand yards radius is five
0,dr long
0,we dont have an hour were already supposed to be shut down
0,i dont know um hes working but theres a lot of data maybeanother hour
0,how much longer for the range and power projections
0,well your prediction was on the nose
0,so reaction temperature is fifty degrees
0,well costellos finished with the stability profile but abbott is still chewing on the load file
0,mr sweeney how goes it
0,
0,okay ill have a chopper meet you at the top
0,theres a vent shaft leading straight up
0,yeah
0,mason mason
0,god theyre gonna seal it
0,tunnel
0,if youre not out of there soon i have got to seal the
0,fortyseven
0,mason what is the temperature of elvis
0,im at mile marker
0,mason
0,where are you now
0,weve got the real thing
0,what we gave brynner on the dam was a phony
0,son
0,what say again ma
0,yeah yeah
0,you mason
0,fol
0,all right go
0,yeah im sure
0,you sure
0,
0,ill lead em out
0,all right
0,jesus
0,the army sealin us in
0,what the hell was that
0,
0,dont move
0,just go check the temperature
0,tunnel now
0,were all gonna die in this
0,wait listen to me pappas if you dont let us by
0,
0,what happened to colonel brynner
0,side
0,his names vitelli talk to him hes right out
0,on the other end of this phone
0,theres a colonel
0,listen pappas
0,now raise em
0,
0,stole a truck under arrest
0,yeah asshole im puttin a murder suspect and a guy who
0,any idea whats goin on here
0,you redneck idiot do you have
0,i said let me see your hands now
0,pappas move the car
0,hands
0,let me see your
0,then how about if i call you ass
0,you know i gotta tell you that really bothers me somebody calls me son
0,to talk son
0,shut your mouth until i tell you
0,beer
0,i didnt sell the boy any
0,public drunkenness
0,mason you wouldnt know the truth if it bit you weve got your whole record we know about thethe conviction for vagrancy
0,lying
0,thats not the way i
0,seriously
0,i dont sell beer to minors i take that kinda thing
0,selling this young man beer wednesday night
0,so you dont remember
0,got that
0,you answer mine
0,badge someday then you can ask the questions until then
0,you find yourself wearing a
0,lem
0,nope is there a prob
0,do you recognize this young man
0,if it was wednesday night i was workin
0,uh drifting around like the trash you are or were you here workin
0,so mason last wednesday night uhwere you out
0,black background
0,oh
0,int tunnelair vent day
0,
0,
0,
0,int andys ice cream factoryandys office day
0,arlo
0,int brynners van day
0,talk to me
0,damn phone
0,gimme this god
0,int ice cream truckcab day
0,
0,int ice cream truckbox day
0,
0,
0,
0,
0,ext ice cream truck day
0,
0,ext darlenes store night
0,get in
0,ext us army research laboratoryguard gate jerome night
0,the usual doc
0,okay doc
0,int tunnel day
0,now seal that tunnel now
0,int tunnel day
0,he mustve had a damn arsenal in there
0,theres ammo fire from brynners vehicle
0,int vitellis helicopter day
0,negative negative
0,int gomezs helicopter day
0,gotta seal it
0,int tunnel day
0,its too late mason ive
0,int postal van day
0,ill stay here and secure this position
0,int vitellis helicopter day
0,uh so head for the other end of the tunnel
0,int gomezs helicopter day
0,do it now
0,int gomezs helicopter day
0,weve gotta take out brynners van before they reach
0,so anyway he says whynt you do what the chinese do
0,an honest living
0,course you do jake
0,i dont know how that got in the paper as a matter of fact – it surprised me it was so quick i make an honest living
0,jake for christs sake
0,look pal i make an honest living people dont come to me unless theyre miserable and i help em out of a bad situation i dont kick them out of their homes like you jerks who work in the bank
0,take it easy jake
0,barney who is this bimbo he a regular customer
0,heats murder
0,look at that
0,the prints pretty fine i forgot my glasses id like to be able to read across
0,a ruler
0,well then how about a ruler
0,sir this is not a lending library its the hall of records
0,can i check one of these volumes out
0,if thats what it says
0,but that means that most of the valleys been sold in the last few months
0,thats right
0,then these are all new owners
0,land sales out of escrow are always recorded within the week
0,how come all these new names are pasted into the plat book
0,row twentythree section c
0,ill settle for la county
0,who do you blame for that her
0,the future mr gittes the future now wheres the girl i want the only daughter i have left as you found out evelyn was lost to me a long time ago
0,then why are you doing it how much better can you eat what can you buy that you cant already afford
0,oh my yes
0,i want to know what youre worth over ten million
0,i have no idea how much do you want
0,how much are you worth
0,just incorporate the valley into the city so the water goes to la after all its very simple
0,how do you do that
0,thats all taken care of you see mr gittes either you bring the water to la or you bring la to the water
0,theres going to be some irate citizens when they find out theyre paying for water theyre not getting
0,no mr gittes thats what i am doing with the valley the bond issue passes tuesday therell be ten million to build an aqueduct and reservoir im doing it
0,and thats what you were going to do in the valley
0,thats where life begins marshes sloughs tidepools he was fascinated by them you know when we first came out here he figured that if you dumped water onto desert sand it would percolate down into the bedrock and stay there instead of evaporating the way it does in most reservoirs youd lose only twenty percent instead of seventy or eighty he made this city
0,havent the faintest idea
0,hollie was always fond of tidepools you know what he used to say about them
0,the coroners report showed mulwray had salt water in his lungs
0,that you killed hollis mulwray
0,what does this mean
0,yes i think i can manage
0,an obituary column can you read in this light
0,what is it
0,id like you to look at something mr cross
0,with her mother
0,where is she
0,shes fine
0,is she all right
0,ive got her
0,well you dont look any the worse for wear mr gittes i must say wheres the girl
0,well be in touch mr cross
0,avocado groves
0,ill look into it as soon as i check out some avocado groves
0,just find the girl
0,okay my secretaryll send you a letter of agreement tell me are you worried about that girl or what evelyn might do to her
0,ive still got a few teeth in my head mr gittes and a few friends in town
0,how did you find out
0,well shes an extremely jealous person i didnt want her to find out about the girl
0,if you want to hire me i still have to know what you and mulwray were arguing about
0,hollis mulwray made this city and he made me a fortune we were a lot closer than evelyn realized
0,i didnt realize you and hollis were so fond of each other
0,just find the girl mr gittes i think she is frightened and i happen to know hollis was fond of her id like to help her if i can
0,what about her
0,my daughter
0,ive got the photographs in my office if theyll help you remember what was the argument about
0,well it was about five days ago you were outside the pig n whistle and you had one hell of an argument
0,at my age you tend to lose track
0,yeah do you remember the last time you talked to mulwray
0,sheriffs gold posse bunch of damn fools who pay 5000 apiece to the sheriffs reelection i let em practice up out here
0,when was the last time
0,no
0,you didnt see mulwray much did you
0,if mulwray was murdered she was probably one of the last people to see him
0,maybe
0,wouldnt it be useful to talk to her
0,no shes probably scared to death
0,doesnt that strike you as odd
0,yeah
0,yes shes disappeared hasnt she
0,you mean the little chippie he was with at the el macando
0,yes his girlfriend
0,his girlfriend
0,course im respectable im old politicians ugly buildings and whores all get respectable if they last long enough ill double whatever your fees are and ill pay you ten thousand dollars if you can find hollis girlfriend
0,mainly that youre rich and too respectable to want your name in the papers
0,exactly what do you know about me mr gittes
0,was he right
0,its what the da used to tell me about chinatown
0,why is that funny
0,you may think you know what youre dealing with but believe me you dont
0,what for
0,mr gittes youre dealing with a disturbed woman whos lost her husband i dont want her taken advantage of sit down
0,if you want an answer to that question i can always put one of my men on the job good afternoon mr cross
0,are you sleeping with her come come mr gittes you dont have to think about that to remember do you
0,my usual fee plus a bonus if i come up with any results
0,it disturbs me mr gittes it makes me think youre taking my daughter for a ride financially speaking of course how much are you charging her
0,too bad
0,thats too bad
0,none
0,of course but youve got no reason to think hes bungled the case
0,far as it goes of course he has to swim in the same water we all do
0,honest
0,very
0,would you call him a capable man
0,we worked in chinatown together
0,where from
0,oh yes
0,do you know him
0,lou escobar – hes a lieutenant
0,whos the investigating officer
0,theyre calling it an accident
0,tell me what do the police say
0,fine as long as you dont serve chicken that way
0,i think i gave it to her
0,how did she get that idea
0,no she happens to think the last one was murdered
0,but im surprised youre still working for her unless shes suddenly come up with another husband
0,probably
0,its why you attract a client like my daughter
0,it doesnt hurt
0,if you were a bank president that would be one thing but in your business its admirable and its good advertising
0,thanks
0,you know youve got a nasty reputation mr gittes i like that
0,what oh damn near yes unless the animals sick or something and the steam rising off it like that in the morning thats life mr gittes life
0,always
0,yes sir thats what it looks like ill give you that
0,i said horseshit horseshit
0,sir
0,just bring your checkbook
0,what are you talking about
0,either that or shell be in jail
0,two hours tell me will evelyn be there as well
0,at your daughters house how soon can you get here
0,of course i do where are you
0,do you remember the figures we discussed
0,youve got her where
0,have you got your checkbook handy mr cross ive got the girl
0,hello
0,curly you know how long i been in business
0,you sure this is okay
0,tell mrs mulwray to wait for half an hour after you get there then if i dont show take her down to the boat
0,okay you got yourself a boat
0,ill throw that in too
0,plus what i owe you
0,i might be able to squeeze an extra seventyfive bucks out of it for you maybe an even hundred
0,i dont know
0,forget it how would you like to pay me off by taking a couple of passengers to ensenada youd have to leave tonight
0,oh gee mr gittes were going out tomorrow i know you been real good about it but my cousin auggies sick
0,how much do you owe me curly
0,tell her later
0,ill just tell my wife
0,right now curly it cant wait
0,sure as soon as we eat
0,could you drive me somewhere
0,off the alley
0,wheres that
0,in the garage
0,curly wheres your car
0,sure thing
0,how about a glass of wine honey this is
0,no thanks
0,just sitting down to supper jake care to join us
0,call me jake how is everything
0,gee this is a surprise mr gittes
0,call me jake careful driving home curly
0,thanks mr gittes
0,what kind of guy do you think i am
0,forget it i only mention it to illustrate a point
0,ill pay the rest next trip we only caught sixty ton of skipjack around san benedict we hit a chubasco they dont pay you for skipjack the way they do for tuna or albacore
0,you bet your ass you dont you cant even pay me off
0,no
0,not for your wife thats the unwritten law
0,oh they dont
0,they dont kill a guy for that
0,i think ill kill her
0,whats that curly
0,thanks you know something jake
0,thanks curly call me jake
0,you know youre okay mr gittes i know its your job but youre okay
0,youre absolutely right i wouldnt give her another thought
0,aint worth thinking about
0,what can i tell you kid youre right when youre right youre right and youre right
0,shes just no good
0,sue the shit out of em
0,then whatll you do
0,yeah yeah if shed come in here saying she was shirley temple youd say okay to that too
0,i said okay jake
0,thats a filthy habit
0,okay
0,theres seven ashtrays in this room duffy
0,shut up duffy youre always in a hurry and his friend says why not do what the chinese do so he says what do they do his friend says the chinese they screw for a while just listen a second duffy
0,jake listen
0,so theres this fella whos tired of screwing his wife
0,but what
0,give us things not just some old flag like this but –
0,how do they do that
0,no the albacore its a fish my grandsons a member and they take very nice care of us
0,the apple core
0,the apple core club
0,where did you get this material
0,thank you
0,thats just lovely
0,not anymore oh some time ago my late husband owned a good deal of beach property in long beach but we lost it
0,well you own a lot of land
0,im not
0,did you know that youre a very wealthy woman
0,why
0,ive been wanting to meet you
0,yes
0,jake youre very disturbed youre crazy thats her father
0,get him away from her hes responsible for everything get him away from her
0,an accident
0,take it easy take it easy it was an accident
0,who is he get his name ill kill him
0,gittes stay outta this
0,lou she will kill you let her go for now you dont know
0,im sorry mrs mulwray
0,let her go she didnt kill anybody
0,mrs mulwray its a very serious offense pointing that at an officer of the law its a felony
0,oh christ escobar you dont know whats going on let her go ill explain it later
0,mrs mulwray you dont want to run around like that
0,gee thanks lou
0,give you three minutes
0,i guess not
0,you never learn do you gittes
0,do me a favor will you lou
0,well lets go
0,yeah
0,thats it
0,tell us about it on the way to pedro
0,gee lou im doing the best i can
0,if shes not there youre going downtown and youre staying there til she shows up
0,what for
0,no gittes youll show us
0,she lives in pedro ill write it down for you
0,whats the maids address
0,her maids house i think she knows somethings up
0,where
0,matter of fact i do
0,i dont suppose you got any idea where she went
0,shut up go on
0,i know what he says
0,they only dump the water at night
0,too late for what
0,its too late
0,cmon ill show you
0,what are you talking about
0,he found out somebody was dumping water there thats what they were trying to cover up by moving him
0,and whys that
0,mulwray was murdered and moved because somebody didnt want his body found in the ocean
0,why do you think mulwrays body was moved you dimwit evelyn mulwray knocked off her husband in the ocean and thought it would look like more of an accident if she hauled him up to the oak pass reservoir
0,i want those photographs gittes were talking about accessory after the fact conspiracy and extortion minimum
0,well i hope she wasnt too much of a disappointment to you lou
0,yeah i once knew a whore who for enough money would piss in a customers face but shed never shit on his chest thats where she drew the line
0,i dont think i need a day or two youre even dumber than you think i think you are not only that id never extort a nickel out of my worst enemy thats where i draw the line escobar
0,absolutely
0,you accusing me of extortion
0,you were following him night and day you saw who killed him you even took pictures of it it was evelyn mulwray shes been paying you off like a slot machine ever since her husband died
0,cmon you think youre dealing with a bunch of assholes mulwray had salt water in his goddam lungs now how did he get that in a fresh water reservoir
0,i heard it was an accident
0,yeah somebody wanted to shake down mulwray she hired you and thats how you happen to know mulwray was murdered
0,yeah
0,this broad hired you gittes not evelyn mulwray
0,what pictures
0,i want the rest of the pictures
0,i dont think about it one way or the other but if you want give me a day or two and ill get back to you now id like to go home
0,you really think im stupid dont you gittes
0,how did she happen to have them
0,yeah i took em so what
0,just to be on the safe side we had loach here give you a ring
0,is it i forget i dont call myself that often
0,isnt that your number
0,let me show you something
0,i dont
0,how do you happen to know her
0,didnt you call
0,what are you doing here
0,when i do youll hear about it
0,oh yeah can you think of something to charge me with
0,no he drowned a cousin of mine with about five hundred other people but they werent very important just a bunch of dumb mexicans living by a dam now beat it gittes you dont come out of this smelling like a rose you know
0,you mean thats what youre going to call it
0,no it was an accident
0,no
0,i dont want it anymore
0,no
0,or her name
0,no
0,you wouldnt happen to know the present whereabouts of the young woman
0,youre welcome to try there he is
0,id like to talk to him
0,oh yes
0,hollis mulwray you seen him
0,who
0,looking for someone
0,uhhuh so what are you doing here
0,congratulations
0,since i made lieutenant
0,since when
0,youre behind the times jake theyve got steam irons now and im out of chinatown
0,well sometimes it takes a while for a man to find himself and i guess you have
0,i get by
0,youve done well by yourself
0,well to tell you the truth i lied a little
0,howd you get past the guards
0,thanks lou
0,yeah they are
0,summer colds are the worst
0,i have a cold i cant seem to shake but other than that im fine
0,how are you lou
0,hello jake
0,i dont think so mrs mulwray of course you have my deepest sympathy and if we need anymore information well be in touch
0,will you need me for anything else lieutenant
0,well yes
0,mr gittes
0,a private investigator
0,but i thought youd hired a private investigator
0,yes
0,a complete surprise
0,he we did he wouldnt tell me her name we quarreled over her of course it came as a complete surprise to me
0,you and your husband never discussed her
0,certainly not
0,do you know where she might be
0,no
0,mrs mulwray do you happen to know the name of the young woman in question
0,no
0,but there is no possibility he would have taken his own life
0,well it didnt make him happy
0,obviously the fall must have knocked him out
0,of course
0,it looks like he was washed the entire length of the runoff channel could he swim
0,sure but id like to handle it
0,im all right
0,let me handle that
0,he didnt wear bifocals
0,how do you know
0,okay
0,on his day off get the exact address
0,with us
0,where does kyo live
0,where can we go
0,ill take care of it
0,i have to go home and get my things
0,thats worse just get out of here walk out leave everything
0,how about a plane
0,you cant go by train escobarll be looking for you everywhere
0,back to mexico
0,yeah where are you taking her now
0,so thats why you hate him
0,hollis came and took care of me after she was born he said he took care of her i couldnt see her i wanted to but i couldnt i just want to see her once in a while take care of her thats all but i dont want her to know i dont want her to know
0,to mexico
0,he had a breakdown the dam broke my mother died he became a little boy i was fifteen hed ask me what to eat for breakfast what clothes to wear it happened then i ran away
0,shes my sister and my daughter
0,i said i want the truth
0,shes my sister
0,i said the truth
0,shes my daughter
0,katherine katherine who
0,katherine
0,thats good now whats her name
0,who is she and dont give me that crap about it being your sister you dont have a sister
0,no
0,stop it ill make it easy you were jealous you fought he fell hit his head it was an accident but his girl is a witness youve had to pay her off you dont have the stomach to harm her but youve got the money to shut her up yes or no
0,i dont know what youre talking about this is the most insane the craziest thing i ever
0,theres no time for you to be shocked by the truth mrs mulwray the coroners report proves he was killed in salt water just take my word for it now i want to know how it happened and why i want to know before escobar gets here because i want to hang onto my license
0,what are you saying
0,yes positively thats where he was drowned
0,i dont know i mean yes probably
0,i found these in your backyard in your fish pond they belonged to your husband didnt they didnt they
0,what the hell is this all about
0,dont worry i can recommend a couple theyre expensive but you can afford it
0,no
0,you know any good criminal lawyers
0,what did you do that for
0,youre going to miss your train lou meet me at 1412 adelaide its above santa monica canyon yeah soon as you can
0,what are you doing whats wrong i told you weve got a 430
0,j j gittes for lieutenant escobar
0,yes weve got a 430 train to catch why
0,going somewhere
0,shes having a bath now why do you want to see her
0,i want to see her
0,upstairs why
0,wheres the girl
0,did you have lunch kyo will fix you something
0,sure
0,did you get some sleep
0,thats not what i meant
0,dont worry im not telling anybody about this
0,arent you coming back with me
0,i took your husbands buick ill return it tomorrow
0,because of hollis because she was seeing your husband was that it jesus christ say something was that it
0,i cant
0,i will if you dont
0,you wont go to the police if i tell you
0,just tell me the truth im not the police i dont care what youve done im not going to hurt you but one way or another im going to know
0,youre insane
0,like she knows about hollis death like she knows more than you want her to tell
0,what does it look like
0,thats not what it looks like mrs mulwray
0,yes
0,you mean she just found out
0,hollis death i tried to keep it from her i didnt want her upset before i could make plans for her to leave
0,what about
0,shes too upset
0,then lets go talk to her
0,i am not
0,you know what i mean youre keeping her there against her will
0,shes not tied up
0,cmon mrs mulwray youve got your husbands girlfriend tied up in there
0,the police
0,its either that or you drive to the police yourself
0,you bastard
0,okay give me the keys
0,its possible please dont ask me any more questions now just wait wait for me ill be back i need you here
0,including the death of your husband
0,its possible
0,thats what your father said youre telling me hes in back of this whole thing
0,you may think you know whats going on but you dont
0,give me an example
0,i want you to listen to me my father is a very dangerous man you dont know how dangerous you dont know how crazy
